Index	Mass	RT	ParentCompound	ParentCompoundSmiles	GoodFilter	FilterNoisyT0	FilterNoisyT12	FilterDifferentMassDefect	FilterLikelyDrugFragment	FilterLikelyDrugMetaboliteFragment	PotentialFragments	IonSpectrum	LeadingMZ	DrugMassFlag	DrugMassDelta	MassDiff	DrugConsumedFlag	NumberOfDrugs	NumberOfIncreasedT12vsT0
1316	249.173	2.47	ALPRENOLOL	C=CCc1ccccc1OCC(O)C[NH2+]C(C)C	1	0	0	0	0	0	[[1085],231.162,2.503][[1898],293.180,2.496][[2880],352.680,2.404]	(250.1807, 1381783.2)(251.1842, 202400.72)(252.1865, 16229.3)(253.1897, 1363.86)	250.181	1	0.001	0.0	1	1	0
1322	250.072	0.947	ALPRENOLOL	C=CCc1ccccc1OCC(O)C[NH2+]C(C)C	0	1	1	0	0	0		(251.0786, 6418.08)(501.1566, 2134.76)(502.1556, 770.14)	251.079	0	0.899	0.899	1	1	0
1343	252.103	0.413	ALPRENOLOL	C=CCc1ccccc1OCC(O)C[NH2+]C(C)C	0	1	1	0	0	0		+		0	2.93	2.93	1	1	0
1898	293.18	2.496	ALPRENOLOL	C=CCc1ccccc1OCC(O)C[NH2+]C(C)C	0	0	0	0	1	1		(294.1866, 15481.01)(295.1904, 3451.32)(625.3275, 2990.96)	294.187	0	44.007	44.007	1	1	1
2880	352.68	2.404	ALPRENOLOL	C=CCc1ccccc1OCC(O)C[NH2+]C(C)C	0	1	0	1	1	1		(375.6671, 1116.93)(353.6861, 23265.95)	353.686	0	103.507	103.507	1	1	1
4014	430.202	0.579	ALPRENOLOL	C=CCc1ccccc1OCC(O)C[NH2+]C(C)C	0	1	1	0	0	0		(431.2147, 8195.36)(432.211, 4635.74)(433.1993, 1795.01)	431.215	0	181.029	181.029	1	2	0
4659	484.844	0.393	ALPRENOLOL	C=CCc1ccccc1OCC(O)C[NH2+]C(C)C	0	1	1	1	0	0		(485.8509, 8209.0)(486.8454, 689.66)(487.8462, 2786.64)(488.8361, 359.98)(970.7018, 946.63)(971.6829, 882.93)(972.7056, 947.06)	485.851	0	235.671	235.671	1	1	0
4922	510.267	2.669	ALPRENOLOL	C=CCc1ccccc1OCC(O)C[NH2+]C(C)C	1	0	0	0	0	0		(511.2751, 8797.98)(512.2734, 7720.24)	511.275	0	261.094	261.094	1	1	0
5390	572.308	1.663	ALPRENOLOL	C=CCc1ccccc1OCC(O)C[NH2+]C(C)C	0	1	1	0	0	0		(573.3153, 592895.3)(574.3177, 170501.25)	573.315	0	323.135	323.135	1	2	3
5478	582.817	2.761	ALPRENOLOL	C=CCc1ccccc1OCC(O)C[NH2+]C(C)C	0	1	1	1	0	0		(583.8241, 6293.86)(584.8256, 3559.54)(585.8121, 2044.28)	583.824	0	333.644	333.644	1	1	0
14	104.063	4.975	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(105.0703, 14828.58)(106.0699, 1801.22)	105.07	0	-47.073	-47.073	1	1	1
17	106.042	5.355	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(107.0491, 38336.14)(108.0531, 3405.46)	107.049	0	-45.094	-45.094	1	1	2
158	134.11	1.554	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	0	0	0	1	1		(157.0974, 3608.42)(158.0989, 829.56)(159.0908, 1498.61)(135.1169, 153922.81)(136.1201, 14815.19)(137.1222, 810.88)	135.117	0	-17.026	-17.026	1	1	0
239	147.105	5.122	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(148.1122, 15442.39)(149.1145, 1977.06)	148.112	0	-4.031	-4.031	1	1	1
284	151.136	1.555	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	1	0	0	0	0	0	[[158],134.110,1.554][[4122],438.321,1.609]	(152.1438, 183855.11)(153.1469, 16998.01)(154.1499, 825.57)	152.144	1	0.0	0.0	1	1	0
408	168.058	5.133	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(169.0648, 8072.39)(170.0696, 1447.83)	169.065	0	16.922	16.922	1	1	1
508	177.115	5.361	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(178.1227, 33595.71)(179.125, 4635.52)	178.123	0	25.979	25.979	1	1	1
514	178.12	0.903	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(179.1284, 12555.73)(217.0823, 9002.33)(218.0832, 2612.89)(219.08, 4690.18)(357.2477, 12668.41)(358.2501, 2880.55)	357.248	0	26.984	26.984	1	1	5
556	181.954	0.249	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	1	0	0		(182.9615, 12360.28)(183.9646, 2329.87)(184.9624, 3304.73)(364.915, 515.67)	182.962	0	30.818	30.818	1	3	0
608	186.068	5.131	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(187.075, 6254.59)(188.0755, 1432.64)(189.0707, 1066.45)	187.075	0	34.932	34.932	1	1	1
626	187.1	5.415	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(188.1069, 13034.77)(189.1094, 2414.92)	188.107	0	35.964	35.964	1	1	1
647	189.115	5.416	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(190.1227, 17451.99)(191.1259, 4133.52)	190.123	0	37.979	37.979	1	1	1
679	193.074	4.904	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	0	0	0	0		(194.081, 9130.83)(195.0831, 1723.05)	194.081	0	41.938	41.939	1	1	1
776	203.094	5.355	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(204.1021, 24165.49)(205.105, 4263.03)	204.102	0	51.958	51.958	1	1	1
964	221.106	5.357	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(222.1132, 31613.78)(223.1145, 6515.02)	222.113	0	69.97	69.97	1	1	1
971	222.089	5.356	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(223.0967, 10177.62)(224.1003, 1428.45)	223.097	0	70.953	70.953	1	1	1
1097	232.11	3.905	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(233.1176, 6045.84)(234.1249, 2055.05)	233.118	0	80.974	80.974	1	1	1
1132	235.121	5.358	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(236.1285, 23337.98)(237.1301, 4448.39)(471.2411, 3354.52)	236.129	0	83.985	83.985	1	1	1
1218	242.131	5.134	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(243.1383, 9356.81)(244.1409, 1512.88)(245.1291, 1385.23)	243.138	0	90.995	90.995	1	1	1
1394	256.168	4.404	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	0	0	0	0		(279.157, 3361.36)(280.1559, 934.47)(257.1756, 5673.75)(258.1766, 1003.7)(259.1672, 2415.75)	257.176	0	105.032	105.032	1	1	1
1502	265.168	5.036	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(266.1751, 21260.19)(267.1795, 3115.27)(268.1829, 438.79)	266.175	0	114.032	114.032	1	1	1
1778	285.136	5.301	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(286.1437, 19186.39)(287.1476, 4019.94)(288.1468, 882.45)	286.144	0	134.0	134.0	1	1	1
2240	316.142	5.322	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(317.1492, 14134.06)(318.153, 3456.6)(319.1606, 1070.15)	317.149	0	165.006	165.006	1	1	1
2591	335.173	5.411	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(336.1803, 19364.9)(337.1861, 4344.67)	336.18	0	184.037	184.037	1	1	1
2627	337.189	5.355	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(338.1962, 67285.84)(339.2, 14924.43)(340.2021, 2523.21)	338.196	0	186.053	186.053	1	1	1
2810	348.168	5.34	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(349.175, 17614.32)(350.1791, 4066.36)(351.166, 896.47)	349.175	0	197.032	197.032	1	1	1
2944	356.269	5.041	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	0	0	0	0		(357.276, 138309.11)(358.2789, 26192.21)(359.2746, 5636.15)	357.276	0	205.133	205.133	1	1	1
2973	358.178	4.71	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(359.1855, 6038.9)(360.1914, 1687.95)	359.185	0	207.042	207.042	1	1	1
3462	390.215	5.323	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(391.2221, 12984.08)(392.226, 3259.34)(393.2248, 1487.44)	391.222	0	239.079	239.079	1	1	1
3503	393.182	3.873	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(394.1893, 17674.35)(395.1927, 3594.8)(396.1898, 1243.46)	394.189	0	242.046	242.046	1	1	1
3713	408.715	1.917	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	0	1	1	0	0		(840.4096, 1810.5)(409.7143, 23259.85)(410.7205, 5513.71)(411.7121, 4919.38)(818.4299, 1595.14)	409.714	0	257.579	257.579	1	1	0
3721	409.294	5.21	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(410.3014, 11554.21)(411.2997, 2509.97)(412.3041, 4954.51)	410.301	0	258.158	258.158	1	1	1
3736	410.775	5.355	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	1	0	0		(411.7834, 17235.34)(412.7845, 3511.28)(413.7833, 628.29)	411.783	0	259.639	259.639	1	1	4
3817	416.18	4.939	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	0	0	0	0		(417.1875, 8360.66)(418.1912, 2742.73)(419.2001, 1251.34)	417.188	0	265.044	265.044	1	1	1
3921	423.262	5.413	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(424.2692, 17411.46)(425.2744, 4629.29)	424.269	0	272.126	272.126	1	1	1
3958	426.225	5.244	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	0	0	0	0		(427.2322, 15185.24)(428.2366, 3937.54)	427.232	0	275.089	275.089	1	1	1
4108	437.214	2.116	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	0	1	0	0	0		(897.4396, 741.38)(438.2288, 12931.16)(439.2441, 5898.92)(440.2286, 7093.83)(913.3976, 378.33)	438.229	0	286.078	286.078	1	1	0
4122	438.321	1.609	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	0	0	0	1	1		(439.328, 7225.73)(440.3304, 2815.78)(441.3336, 956.17)	439.328	0	287.185	287.185	1	1	0
4217	445.831	0.467	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	1	0	0		(446.8381, 10586.89)(447.8383, 2073.1)(448.8398, 2658.84)	446.838	0	294.695	294.695	1	1	0
4541	474.24	4.054	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	0	0	0	0		(475.2467, 12908.53)(476.2497, 3766.39)	475.247	0	323.104	323.104	1	1	1
4634	483.223	4.921	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	0	0	0	0		(484.2299, 7754.51)(485.2341, 2842.53)(486.2379, 805.91)	484.23	0	332.087	332.087	1	1	1
4874	503.598	3.652	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	1	0	0		(526.5875, 2222.11)(504.605, 13277.86)	504.605	0	352.462	352.462	1	3	1
4886	504.366	5.005	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	0	1	0	0		(505.3737, 6769.35)(506.3762, 2122.2)(507.3795, 619.38)	505.374	0	353.23	353.23	1	1	1
4954	513.353	5.267	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	0	1	0	0		(514.3604, 9327.14)(515.3633, 5623.82)(516.3553, 1843.42)	514.36	0	362.217	362.217	1	1	1
5144	537.378	5.3	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	1	0	0		(560.3707, 1316.89)(538.3858, 639980.2)(539.385, 257648.8)(540.3832, 48271.14)(541.3821, 9638.22)(542.3793, 2377.57)(576.3424, 822.52)	538.386	0	386.242	386.242	1	1	5
5210	545.298	5.215	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	0	0	0		(546.304, 14845.91)(547.3094, 5234.24)	546.304	0	394.162	394.162	1	1	2
5249	551.393	5.423	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	1	0	0		(552.4005, 40239.82)(553.3957, 19783.52)(554.3919, 6102.78)(555.3937, 963.6)	552.4	0	400.257	400.257	1	1	2
5330	563.346	5.511	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	1	0	0		(564.3536, 17325.95)(565.3567, 5961.94)(566.3656, 1706.07)	564.354	0	412.21	412.21	1	1	2
5488	584.404	5.357	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	1	0	0		(585.4113, 9979.21)(586.4148, 3523.63)	585.411	0	433.268	433.268	1	1	1
5622	603.656	2.086	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	1	0	0		(604.6634, 35977.94)(605.6627, 3842.78)(606.6632, 910.08)	604.663	0	452.519	452.519	1	2	0
5657	609.375	5.288	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	1	0	0		(610.3827, 11910.11)(611.3862, 5409.87)(612.384, 1565.55)	610.383	0	458.239	458.239	1	1	1
5688	614.413	5.405	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	1	0	0		(615.4204, 13584.05)(616.423, 4696.03)(617.4244, 2237.75)	615.42	0	463.277	463.277	1	1	1
5713	618.436	5.326	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	1	0	0		(619.4428, 26630.19)(620.4436, 10179.76)(621.4389, 3480.73)(622.4411, 560.67)	619.443	0	467.299	467.299	1	1	2
5715	619.29	2.17	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	1	0	0	0	0	0		(642.2799, 11024.17)(620.2948, 59711.19)(621.295, 18271.64)(622.296, 3312.35)	620.295	0	468.154	468.154	1	1	1
5791	633.444	5.401	AMANTADINE	[NH3+]C12CC3CC(CC(C3)C1)C2	0	1	1	1	0	0		(634.4526, 7476.05)(635.4526, 2352.87)(636.4535, 772.6)(672.4102, 929.55)	634.453	0	482.308	482.308	1	1	1
625	187.1	1.528	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	0	0	0	1	1		(188.107, 13156.28)(189.1132, 1921.24)	188.107	0	-45.021	-45.021	0	1	0
791	204.126	1.535	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	0	0	0	1	1		(205.1338, 12177.85)(206.1369, 1932.95)(207.1227, 559.4)	205.134	0	-27.995	-27.995	0	1	1
1095	232.119	2.15	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	0	1	0	0	0		(233.1231, 5085.9)(234.1262, 1948.68)(235.1298, 1348.32)(465.2464, 14289.87)(466.2457, 5078.31)(467.238, 13846.0)	465.246	0	-0.002	-0.004	0	2	0
1098	232.122	1.411	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	1	0	0	0	0	0		(233.1288, 648615.6)(234.1319, 82995.31)(235.1336, 9357.4)(271.0836, 1483.61)	233.129	0	0.001	0.0	0	1	3
1440	260.117	2.621	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	1	0	0	0	0	0		(261.124, 21986.83)(262.1266, 3651.61)	261.124	0	27.996	27.995	0	1	1
2179	313.068	0.433	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	1	1	0	0	0		(336.0567, 1956.27)(649.118, 1776.12)(650.1246, 670.54)(314.0753, 14651.78)(352.0317, 4375.48)(627.1371, 6931.71)(628.1394, 2300.74)(629.1365, 2279.99)(630.1424, 593.32)	314.075	0	80.947	80.947	0	1	1
2452	328.038	0.475	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	1	1	0	0	0		(679.0638, 3685.21)(680.0701, 711.32)(681.0643, 779.91)(329.0442, 6879.4)(330.0483, 980.0)(331.0382, 1352.36)	329.044	0	95.917	95.917	0	1	1
2817	348.844	2.955	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	1	1	1	0	0		(371.8334, 528.27)(349.8506, 6140.42)	349.851	0	116.722	116.722	0	1	0
2906	354.189	1.007	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	1	1	0	0	0		(355.1963, 23411.95)(356.1897, 10927.27)	355.196	0	122.068	122.068	0	1	14
2913	354.219	4.061	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	1	0	0	0	0	0		(731.4225, 646.37)(732.4338, 413.83)(355.2264, 12072.12)(356.2293, 3063.66)	355.226	0	122.098	122.097	0	2	0
3522	394.175	2.173	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	1	0	0	0	0	0		(395.182, 32631.88)(396.1882, 9085.52)	395.182	0	162.054	162.053	0	1	0
4712	489.275	1.74	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	1	1	0	0	0		(490.28, 63530.06)(491.2728, 18288.38)(492.2815, 21019.56)	490.28	0	257.154	257.154	0	1	1
4843	500.588	2.137	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	0	1	1	0	0		(501.5951, 7051.63)(502.5943, 1740.9)(503.594, 2138.4)	501.595	0	268.467	268.467	0	1	0
4875	503.598	3.652	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	1	1	1	0	0		(526.5875, 2222.11)(504.605, 13277.86)	504.605	0	271.476	271.476	0	3	1
5282	556.227	2.107	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	1	0	0	0	0	0		(557.235, 10196.42)(558.2416, 3565.12)(559.2437, 1858.78)	557.235	0	324.106	324.106	0	1	2
5423	576.798	1.768	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	0	0	1	0	0		(577.8049, 7478.12)(578.7991, 1302.12)(579.7977, 362.36)	577.805	0	344.676	344.676	0	1	1
5824	640.073	4.894	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	1	1	0	0	0		(641.0801, 7977.32)(642.077, 2557.43)(643.0648, 4548.82)(644.0695, 575.89)(645.0605, 415.62)	641.08	0	407.952	407.952	0	1	0
6092	703.698	1.704	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	0	0	1	0	0		(704.705, 6049.63)(705.707, 1250.48)	704.705	0	471.577	471.577	0	1	0
6507	892.443	3.266	AMINOGLUTETHIMIDE	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	0	0	0	1	0	0		(893.45, 9116.58)(894.4509, 3556.88)(895.4511, 1215.48)(931.425, 860.01)	893.45	0	660.322	660.322	0	1	0
766	202.096	1.357	AMISULPRIDE	CC[NH+]1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC	0	1	1	0	0	0		(203.1034, 15971.99)(204.1074, 2807.37)	203.103	0	-167.076	-167.076	0	1	0
1201	241.041	1.666	AMISULPRIDE	CC[NH+]1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC	0	0	0	0	1	1		(505.0763, 598.56)(242.0484, 10618.1)(243.0501, 1093.36)(244.0443, 1137.17)	242.048	0	-128.131	-128.131	0	1	0
3110	368.176	2.059	AMISULPRIDE	CC[NH+]1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC	1	0	0	0	0	0		(369.1837, 17936.76)(370.1788, 9221.04)	369.184	0	-0.996	-0.996	0	1	1
3125	369.17	1.722	AMISULPRIDE	CC[NH+]1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC	1	0	0	0	0	0	[[1201],241.041,1.666]	(761.3232, 1430.11)(370.1794, 1581613.6)(371.183, 298739.12)(372.1802, 75131.83)(373.1917, 13263.45)	370.179	0	-0.002	-0.004	0	1	0
3126	369.179	1.767	AMISULPRIDE	CC[NH+]1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC	1	0	0	0	0	0		(370.1793, 1522702.2)(371.1828, 263129.8)(372.18, 72120.92)(739.3634, 1806.35)(740.3616, 1163.32)	370.179	0	0.006	0.007	0	2	0
3416	388.176	3.146	AMISULPRIDE	CC[NH+]1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC	0	1	1	0	0	0		(389.1835, 8482.45)(390.1832, 3443.19)(391.1935, 1817.55)	389.183	0	19.004	19.004	0	1	1
4508	471.231	1.475	AMISULPRIDE	CC[NH+]1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC	0	0	1	0	0	0		(472.2382, 11586.25)(473.2383, 4949.58)	472.238	0	102.059	102.059	0	1	3
4734	490.273	3.876	AMISULPRIDE	CC[NH+]1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC	0	0	1	0	0	0		(491.2805, 8559.67)(492.2782, 1664.29)	491.281	0	121.101	121.101	0	1	0
5615	603.336	2.689	AMISULPRIDE	CC[NH+]1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC	0	1	1	0	0	0		(604.3433, 329138.75)(605.3455, 76445.05)(606.3495, 11519.29)	604.343	0	234.164	234.164	0	2	1
881	214.081	0.734	ANAGRELIDE	O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1	0	1	0	1	0	0		(451.1511, 717.19)(215.0907, 18086.76)(216.0883, 4703.96)(467.1285, 763.0)(253.0485, 748.18)	215.091	0	-40.916	-40.916	1	1	0
1351	252.981	3.192	ANAGRELIDE	O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1	1	0	0	0	0	0		(253.9883, 6017.37)(254.9949, 1943.82)	253.988	0	-2.016	-2.015	1	1	2
1379	254.997	3.16	ANAGRELIDE	O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1	1	0	0	0	0	0		(277.986, 7574.47)(278.9901, 1288.89)(279.9826, 5248.27)(280.9953, 551.74)(281.9811, 843.52)(256.0048, 660896.2)(257.0076, 67995.93)(258.0021, 420154.44)(259.0045, 42649.12)(259.9987, 57348.31)(261.002, 7191.73)(262.004, 613.41)(293.9591, 969.18)(294.9631, 0.07)(295.9671, 331.38)(548.9583, 1120.6)(549.964, 529.63)(510.9994, 3621.0)(512.0034, 835.73)(512.9974, 4396.23)(513.9994, 1252.58)(514.9934, 2366.02)(515.9965, 649.56)	256.005	1	0.001	0.0	1	1	0
1597	273.007	2.5	ANAGRELIDE	O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1	0	0	0	1	0	0		(274.0145, 6255.3)(275.0179, 1009.07)(276.0119, 4180.23)(277.0146, 488.81)(278.0091, 723.86)(547.0261, 451.06)	274.014	0	18.011	18.011	1	1	0
1609	274.025	2.484	ANAGRELIDE	O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1	0	0	0	1	0	0		(275.0329, 16021.17)(276.0341, 2599.68)(277.0284, 6295.63)(278.0305, 1295.16)(279.0269, 962.82)	275.033	0	19.029	19.029	1	1	5
3838	417.704	2.59	ANAGRELIDE	O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1	0	1	1	1	0	0		(418.7117, 10176.09)(456.665, 682.19)(874.3698, 404.22)	418.712	0	162.707	162.707	1	1	0
6149	720.774	2.709	ANAGRELIDE	O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1	0	1	0	1	0	0		(721.7793, 8616.38)(722.7975, 4784.42)(723.7838, 3288.3)(759.7295, 2440.88)(760.7278, 1929.81)	721.779	0	465.777	465.777	1	1	0
224	145.089	4.194	ANASTROZOLE	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1	0	1	1	0	0	0		(146.0971, 11695.12)(147.1007, 1917.28)(291.1821, 1734.08)	146.097	0	-148.075	-148.075	1	1	0
999	224.107	2.153	ANASTROZOLE	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1	1	0	0	0	0	0		(225.1164, 11992.22)(226.1143, 3051.34)(227.1217, 1237.12)	225.116	0	-69.057	-69.057	1	2	1
1004	224.132	3.198	ANASTROZOLE	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1	0	0	0	0	1	1		(225.139, 18088.47)(226.1422, 3333.22)(227.1415, 657.72)	225.139	0	-69.032	-69.033	1	1	0
1064	229.147	3.211	ANASTROZOLE	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1	0	0	0	0	1	1		(230.1543, 6688.99)(231.1604, 1272.86)	230.154	0	-64.017	-64.017	1	1	1
1240	243.173	4.109	ANASTROZOLE	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1	1	0	0	0	0	0		(244.1804, 16581.34)(245.1836, 4226.57)	244.18	0	-49.991	-49.991	1	1	0
1823	288.184	3.207	ANASTROZOLE	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1	1	0	0	0	0	0	[[1004],224.132,3.198][[1064],229.147,3.211][[3500],393.089,3.225]	(289.1911, 25627.94)(290.194, 4969.75)(291.1952, 1361.32)	289.191	0	-4.98	-4.98	1	1	2
1894	293.164	2.843	ANASTROZOLE	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1	1	0	0	0	0	0		(294.1718, 17726.04)(295.1742, 3785.54)(296.1773, 370.62)	294.172	0	0.0	0.0	1	1	5
1897	293.165	3.2	ANASTROZOLE	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1	1	0	0	0	0	0	[[1004],224.132,3.198][[1064],229.147,3.211][[3500],393.089,3.225]	(316.1536, 67406.79)(317.1562, 12225.58)(318.1624, 1438.47)(294.1723, 1497129.5)(295.1755, 253972.23)(296.1782, 19262.11)(297.1805, 993.46)(332.127, 2085.62)(333.1305, 943.7)(334.1361, 592.82)	294.172	1	0.001	0.0	1	1	0
3500	393.089	3.225	ANASTROZOLE	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1	0	0	0	0	1	1		(394.0957, 5899.64)(395.0992, 1599.79)(396.096, 8605.15)(397.1003, 2636.48)(398.0927, 2932.89)	396.096	0	99.925	99.925	1	1	2
